transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold
T000236455,2026-01-09 16:35:00,C0031031,D0017601,B0035118,60.17,CARD,TRANSFER,ID,ID,840,Digital_Native,13.98,47.53,13,B,0.16,478,77.67,PH,0,0,1076,13.16,MY,0,1,0,1,4.74,1,2,3,107.24,122.01,0,0,0,0,0,1,1.2659,1,0,0,0,0,0,0,0,0,NONE,9,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.0822341317838186,0.0011616836245013,0.4522789504904222,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0489,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000112430,2026-01-16 23:35:00,C0028273,D0052315,B0088024,124.26,MOBILE,ELECTRONICS,ID,ID,448,Mass,15.87,96.37,17,C,0.22,252,78.67,PH,0,0,4038,25.42,TH,1,0,0,0,6.09,1,0,3,540.82,120.58,1,0,0,1,0,1,1.2894,0,0,1,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.6067717991594491,0.023672589789189,0.5139637021636099,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,2.0591,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000201613,2026-01-07 05:35:00,C0016655,D0012358,B0046234,214.11,CARD,ELECTRONICS,PH,ID,1499,Mass,24.45,63.1,12,D,0.29,247,59.93,VN,0,0,3409,3.64,SG,0,1,0,0,6.46,0,2,6,383.9,92.61,1,0,0,1,1,1,3.3932,0,0,0,0,0,0,0,0,0,NONE,7,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4959504990591287,0.0147790618984616,0.6770463219830195,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,2.215,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000017916,2026-01-25 20:26:00,C0006906,D0064023,B0061399,10.68,WEB,GROCERY,VN,VN,393,Mass,10.25,15.78,17,D,0.29,555,83.88,VN,0,0,4903,26.33,TH,0,0,0,0,3.32,3,1,5,18.79,127.62,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2793429744672684,0.0055206281289893,0.2229039467455975,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0413,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000218721,2026-01-27 09:27:00,C0032905,D0040795,B0001277,83.22,WEB,GROCERY,VN,VN,782,Digital_Native,10.07,71.82,14,A,0.1,557,67.6,VN,0,0,4777,6.2,VN,0,0,0,0,22.31,2,0,4,234.31,54.96,0,0,0,0,0,0,1.1587,0,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1167958615078748,0.0017588352037079,0.1802908380617986,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1025,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000108307,2026-01-14 10:31:00,C0006076,D0002256,B0051576,7.29,MOBILE,GROCERY,MY,MY,1120,Mass,17.07,6.18,11,A,0.1,447,73.68,VN,0,0,2575,5.21,ID,1,0,0,0,10.09,1,5,12,11.32,263.37,0,0,1,0,0,1,1.1797,0,0,0,0,0,0,0,0,0,NONE,14,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5622136273253221,0.0195426311901189,0.3670826917200429,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0997,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000077392,2026-01-27 13:39:00,C0035090,D0051725,B0000497,251.11,MOBILE,RETAIL,ID,ID,567,Digital_Native,7.56,97.45,10,C,0.22,701,88.57,VN,0,0,3523,2.05,VN,1,0,0,0,10.83,1,3,4,491.83,82.29,0,0,1,0,0,1,2.5768,0,1,1,0,1,0,0,0,0,NONE,27,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2919082024957567,0.0058934454222801,0.8807468079114663,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.0359,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000106195,2026-01-20 14:10:00,C0007227,D0030893,B0089741,533.82,MOBILE,ELECTRONICS,TH,TH,1230,Digital_Native,31.59,72.52,13,C,0.22,590,82.01,VN,0,0,305,11.65,MY,1,0,0,0,19.43,3,0,2,1568.95,247.83,0,0,1,1,0,1,7.361,1,1,1,0,0,0,0,0,0,NONE,20,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.7045181961992408,0.0371434310100509,0.962797413973888,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,STEP_UP,RC_STEP_UP_RISK,RC_STEP_UP_RISK,13.8795,Low-Medium,LOW,48,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000214420,2026-01-18 01:45:00,C0002983,D0014707,B0007693,37.63,MOBILE,RETAIL,VN,VN,1426,Mass,6.57,53.82,8,A,0.1,834,64.44,VN,0,0,3859,5.89,VN,1,0,0,0,1.18,0,1,1,64.92,13.08,1,0,0,0,0,0,0.6992,0,0,1,0,0,0,0,0,0,NONE,18,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3039368268709259,0.0062641535921887,0.6481902011420217,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.165,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000196551,2026-01-03 23:34:00,C0049795,D0014740,B0015044,53.38,MOBILE,RETAIL,ID,ID,1067,Mass,16.35,22.45,21,B,0.16,269,85.11,ID,0,0,2148,19.39,TH,1,0,0,0,13.7,2,2,4,107.53,22.66,1,1,1,0,1,1,2.3779,0,0,0,0,0,0,0,0,0,NONE,3,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4017233501274098,0.009879137595261,0.8511656890177774,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.3691,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000125024,2026-01-27 10:01:00,C0016186,D0038174,B0016393,89.27,WEB,UTILITIES,VN,VN,1875,Mass,20.5,43.49,9,C,0.22,170,81.29,VN,0,0,2712,16.08,TH,0,0,0,0,14.56,0,1,2,116.98,53.59,0,0,1,0,0,0,2.0527,0,0,0,1,1,0,0,0,0,NONE,27,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1038875599172068,0.0015286972806838,0.9170206774238004,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0955,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000229771,2026-01-27 13:31:00,C0049283,D0005273,B0023111,9.04,WEB,TRAVEL,TH,TH,226,Mass,12.48,19.94,10,A,0.1,209,61.18,VN,0,0,2056,22.76,PH,0,0,0,0,4.7,4,4,8,30.67,40.45,0,0,0,0,0,1,0.4535,0,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4064614181675124,0.0100866544486784,0.1273779636542298,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0638,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000109204,2026-01-05 23:34:00,C0004318,D0041286,B0016074,70.09,API,TRANSFER,VN,VN,1511,Mass,11.75,69.02,23,E,0.36,380,59.79,MY,0,0,6052,23.53,VN,0,0,1,1,14.3,0,4,6,155.05,111.63,1,1,0,0,0,1,1.0156,0,0,0,0,0,0,0,0,0,NONE,5,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.473918785979916,0.0134690598618687,0.973690359922587,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.6608,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000178243,2026-01-15 11:26:00,C0027329,D0001542,B0051172,1.81,CARD,UTILITIES,SG,SG,110,Mass,8.45,29.73,15,C,0.22,109,88.1,SG,0,0,1837,1.53,VN,0,1,0,0,8.08,2,6,14,2.79,264.81,0,0,0,0,1,0,0.0607,0,0,0,1,0,0,0,0,0,NONE,15,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.8898093814601807,0.1241920447336838,0.8719689389264037,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1574,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000002144,2026-01-28 04:56:00,C0025619,D0001756,B0057113,181.92,MOBILE,GROCERY,PH,PH,525,Mass,4.4,83.09,8,B,0.16,171,84.32,VN,0,0,1391,7.06,SG,1,0,0,0,3.3,0,1,3,214.18,105.46,1,0,1,0,0,1,2.1895,1,0,0,0,0,0,0,0,0,NONE,28,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2028743553563252,0.0035308524363252,0.72205611844431,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.4496,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000078590,2026-01-29 11:44:00,C0037241,D0039059,B0062949,4.01,CARD,TRANSFER,VN,VN,889,Affluent,6.32,26.33,10,C,0.22,601,86.63,VN,0,0,2289,25.49,MY,0,1,0,1,8.67,0,4,9,17.87,37.3,0,1,0,0,0,0,0.1523,0,0,0,0,0,0,0,0,0,NONE,29,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.8725046136580176,0.1062208095215161,0.7506605870686711,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,STEP_UP,RC_STEP_UP_RISK,RC_STEP_UP_RISK,0.2982,Low-Medium,LOW,48,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000121147,2026-01-22 00:19:00,C0038089,D0036569,B0062912,60.36,CARD,TRANSFER,VN,VN,458,Mass,4.17,17.74,5,B,0.16,553,81.63,VN,0,0,2352,1.87,ID,0,1,0,1,2.05,2,6,9,288.07,38.14,1,0,0,0,0,0,3.4024,0,0,0,0,0,0,0,0,0,NONE,22,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.118882943840497,0.0017968576791907,0.8113207547169812,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0759,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000070415,2026-01-29 08:10:00,C0046528,D0035020,B0056879,54.8,MOBILE,TRAVEL,VN,MY,1375,SME,14.17,42.5,12,A,0.1,453,67.73,ID,0,0,1723,23.34,ID,1,0,0,0,5.82,1,1,2,202.75,288.61,0,0,0,0,1,1,1.2893,0,0,0,0,0,0,0,0,0,NONE,29,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3674652681945706,0.0084765215973808,0.12980461002894,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.3252,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000114018,2026-01-19 13:02:00,C0046531,D0019413,B0008010,30.39,MOBILE,TRANSFER,MY,MY,1320,Digital_Native,2.91,28.18,15,B,0.16,425,60.08,MY,0,0,2364,12.71,VN,1,0,0,1,1.91,1,0,3,56.7,4.66,0,0,0,0,0,0,1.0783,0,0,0,0,0,0,0,0,0,NONE,19,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2288023408855276,0.0041559756996254,0.3643444759342588,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0884,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000073941,2026-01-16 23:26:00,C0002300,D0041655,B0058131,82.54,WEB,GAMING,VN,SG,1293,Mass,3.84,148.04,20,B,0.16,406,83.16,PH,0,0,775,13.8,VN,0,0,0,0,1.98,0,0,1,88.78,119.04,1,1,0,1,1,1,0.5576,0,0,0,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3948030635829864,0.0095822152924271,0.8446287231046693,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.5536,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000068133,2026-01-09 12:12:00,C0038626,D0030023,B0053609,572.42,MOBILE,GAMING,SG,SG,134,Mass,1.58,143.94,12,A,0.1,401,69.1,TH,0,0,1409,6.9,ID,1,0,0,0,1.53,0,1,3,770.04,34.99,0,0,0,1,0,1,3.9768,0,0,1,0,0,0,0,0,0,NONE,9,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3992027603456254,0.0097701509092423,0.3337926984906859,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,3.9148,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000114308,2026-01-19 05:37:00,C0018494,D0052243,B0074753,71.85,CARD,RETAIL,SG,SG,913,SME,16.18,51.97,6,C,0.22,175,66.51,VN,0,0,3072,19.97,VN,0,1,0,0,5.46,0,3,4,265.48,119.77,1,0,1,0,0,1,1.3825,0,0,0,0,0,0,0,0,0,NONE,19,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1045500957184717,0.0015403006516417,0.5137719671414106,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0775,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000007403,2026-01-05 09:41:00,C0021951,D0039459,B0009220,46.0,MOBILE,GAMING,VN,VN,1277,Mass,7.85,61.92,11,A,0.1,308,91.42,VN,0,0,3411,6.01,ID,1,0,0,0,1.53,0,0,1,79.51,225.94,0,0,0,1,0,0,0.7428,0,0,0,0,0,0,0,0,0,NONE,5,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.509019838842561,0.0156138128999255,0.2050246559255109,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.5028,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000054385,2026-01-13 03:27:00,C0048942,D0010609,B0085966,441.03,API,GAMING,VN,PH,390,Mass,10.56,92.43,7,E,0.36,513,72.58,TH,0,0,3105,12.16,VN,0,0,1,0,9.9,1,1,1,616.08,18.01,1,0,0,1,1,1,4.7715,0,1,1,0,0,0,0,0,0,NONE,13,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.7534792666580806,0.0478754365369839,0.9909824622371882,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,STEP_UP,RC_STEP_UP_RISK,RC_STEP_UP_RISK,14.7802,Low-Medium,LOW,48,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000000371,2026-01-25 10:28:00,C0016234,D0040023,B0055317,6.75,CARD,GROCERY,ID,ID,743,Digital_Native,6.32,25.23,11,C,0.22,1559,84.12,VN,0,0,2302,19.62,VN,0,1,0,0,4.17,1,9,15,7.31,38.41,0,0,0,0,0,1,0.2676,0,1,0,0,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.6827317253373824,0.0334217235988732,0.8343229656614559,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,STEP_UP,RC_STEP_UP_RISK,RC_STEP_UP_RISK;RC_HIGH_VELOCITY,0.1579,Low-Medium,LOW,48,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000103739,2026-01-08 08:43:00,C0034971,D0010386,B0001986,65.66,CARD,GROCERY,MY,MY,1817,Mass,13.16,102.58,11,D,0.29,945,94.92,PH,0,0,1480,6.15,VN,0,1,0,0,4.39,1,7,10,185.37,37.98,0,0,1,0,0,1,0.64,0,0,0,0,0,0,0,0,0,NONE,8,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1089137624521268,0.0016172857521026,0.5790757173586104,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0743,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000114434,2026-01-16 19:59:00,C0047562,D0020298,B0025792,122.23,MOBILE,GROCERY,ID,ID,538,Mass,11.38,23.71,20,C,0.22,84,64.44,SG,0,0,1442,13.23,TH,1,0,0,0,1.59,1,3,3,172.4,30.98,0,0,0,0,0,1,5.1551,0,0,0,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1458719597887199,0.0023095467939374,0.0242904306248764,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1976,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000178118,2026-01-27 14:39:00,C0028323,D0057040,B0068024,34.38,CARD,TRANSFER,MY,MY,561,SME,12.14,48.91,14,D,0.29,94,64.39,VN,0,0,3210,22.3,VN,0,1,0,1,15.07,2,4,8,103.55,304.69,0,0,0,0,1,1,0.7029,0,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.0929800556221395,0.0013408728596775,0.6576211675464508,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0323,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000043789,2026-01-19 11:09:00,C0047362,D0035468,B0087416,57.36,CARD,UTILITIES,VN,VN,1078,Affluent,43.12,46.08,15,F_G,0.44,335,84.03,TH,0,0,1327,8.92,MY,0,1,0,0,22.04,3,4,7,157.04,24.18,0,1,0,0,1,1,1.2447,0,0,0,0,0,0,0,0,0,NONE,19,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3279023433483075,0.0070458445490848,0.8357969286446132,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.2829,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000146659,2026-01-29 15:56:00,C0031461,D0005156,B0053137,162.83,MOBILE,UTILITIES,SG,SG,747,Mass,21.23,232.85,17,F_G,0.44,204,73.91,VN,0,0,1667,16.94,VN,1,0,0,0,14.08,2,0,4,281.48,169.71,0,0,0,0,0,1,0.6993,0,1,0,0,0,0,0,0,0,NONE,29,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4873416246007822,0.0142532662763084,0.2533658483975146,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.6246,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000160947,2026-01-14 14:30:00,C0010380,D0063780,B0021497,347.05,CARD,TRAVEL,TH,TH,1257,Mass,20.52,74.93,12,A,0.1,168,96.76,VN,0,0,2180,40.41,TH,0,1,0,0,2.6,2,4,8,1336.08,15.89,0,0,0,0,0,1,4.6316,0,1,0,0,0,0,0,0,0,NONE,14,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1619334901437732,0.0026338715729085,0.5731019730732129,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.6399,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000019566,2026-01-21 23:10:00,C0021895,D0042433,B0043124,273.08,API,TRAVEL,SG,SG,477,Mass,19.51,106.04,21,A,0.1,233,89.84,PH,0,0,2005,42.45,VN,0,0,1,0,33.73,3,0,2,1526.76,1311.02,1,0,0,0,1,1,2.5752,1,0,1,1,0,0,0,0,0,NONE,21,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.6429446161112806,0.0277950849626234,0.999472728688952,observable_controls_v1,1,0,1,0,FRD-051,RC_IMPOSSIBLE_TRAVEL,MANUAL_REVIEW,4,HIGH,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH;RC_IMPOSSIBLE_TRAVEL,5.3132,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000086176,2026-01-14 23:14:00,C0031300,D0029615,B0072595,139.73,MOBILE,RETAIL,VN,VN,1386,SME,11.91,37.34,20,C,0.22,92,89.64,MY,0,0,2991,8.34,MY,1,0,0,0,1.68,2,0,1,166.76,27.21,1,0,1,0,0,1,3.7422,0,0,0,0,0,0,0,0,0,NONE,14,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2196320158246508,0.0039294851210162,0.4737532729767461,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.3843,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000211731,2026-01-09 00:50:00,C0045391,D0021562,B0086761,3.6,CARD,RETAIL,VN,VN,765,SME,18.61,36.03,11,D,0.29,229,89.04,VN,0,0,6090,3.39,ID,0,1,0,0,4.16,0,7,13,8.52,125.23,1,0,0,0,0,0,0.0998,0,0,0,0,0,0,0,0,1,CARD_TESTING,9,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.8898093814601807,0.1241920447336838,0.7888218482057796,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.313,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000154373,2026-01-10 13:46:00,C0039815,D0024856,B0036637,55.67,CARD,TRAVEL,VN,VN,3070,Mass,13.92,112.33,12,B,0.16,707,93.19,SG,0,0,4734,1.86,TH,0,1,0,0,8.41,0,3,7,122.25,185.04,0,0,0,0,0,1,0.4956,0,0,0,0,0,0,0,0,0,NONE,10,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.102260891473125,0.0015003035122943,0.3707616074584923,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0585,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
