alert_id,transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold,detection_confidence,potential_loss_proxy,alert_priority_score,assigned_team,arrival_day,processed_day,queue_age_hours,capacity_status,handling_minutes,sla_breach_flag,investigation_status,outcome,analyst_action,prevented_loss_proxy,recovery_proxy
AL000005418,T000244176,2026-01-25 03:46:00,C0032926,D0007792,B0064034,2.59,CARD,UTILITIES,VN,VN,1106,Mass,15.35,30.74,8,E,0.36,200,29.71,VN,0,0,3884,10.4,PH,0,1,0,0,39.93,5,6,14,2.75,217.0,1,0,0,0,0,0,0.0843,1,0,0,0,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9801014997273768,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE;RC_MODEL_HIGH,0.2252,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7681,0.3217,0.399,ATO & Account Security,25,25,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001169,T000053528,2026-01-05 09:34:00,C0014404,D0008846,B0036140,104.82,MOBILE,GROCERY,VN,VN,797,Mass,15.03,82.47,12,B,0.16,750,54.24,MY,0,0,1743,29.77,VN,1,0,0,0,62.44,5,3,4,689.97,260.69,0,0,0,0,0,1,1.2711,1,0,0,1,0,0,0,0,0,NONE,5,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8178612525437404,0.0704632129297698,0.8951329262958592,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,5.1702,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7419,7.386,8.837,ATO & Account Security,5,5,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005205,T000233238,2026-01-10 08:36:00,C0033697,D0044561,B0017260,446.74,MOBILE,GROCERY,VN,VN,790,Mass,34.18,368.24,9,D,0.29,187,83.06,ID,0,0,1547,2.78,ID,1,0,0,0,11.7,6,1,1,616.3,139.15,0,0,1,0,0,1,1.2132,1,0,1,0,1,0,0,0,0,NONE,10,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6412413049204689,0.0275821460517823,0.9547205761637416,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,8.6254,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7401,12.322,16.0172,ATO & Account Security,10,10,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002497,T000111378,2026-01-17 08:42:00,C0004730,D0023449,B0000419,3.24,CARD,GROCERY,VN,VN,673,Mass,6.44,21.86,10,B,0.16,222,71.86,VN,0,0,1688,14.35,MY,0,1,0,0,3.69,0,9,17,4.03,44.27,0,0,1,0,0,0,0.1481,0,0,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.8188882963744105,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.2817,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6239,0.4024,0.2591,Fraud Operations,17,17,0.0,Within simulation window,13,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003098,T000138480,2026-01-11 10:39:00,C0044598,D0022704,B0023418,2.31,CARD,RETAIL,TH,TH,2134,Digital_Native,15.44,36.35,15,C,0.22,208,71.96,VN,0,0,2307,17.01,ID,0,1,0,0,13.47,0,4,8,4.93,77.26,0,0,0,0,0,1,0.0636,0,0,0,0,0,0,0,0,0,NONE,11,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8869033927423893,0.1208307034988716,0.1456706831159337,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1954,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4021,0.2791,0.1209,Fraud Operations,11,11,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004209,T000188433,2026-01-22 10:08:00,C0022483,D0018380,B0058730,37.68,API,RETAIL,VN,VN,841,Mass,26.58,101.68,15,C,0.22,270,83.43,MY,0,0,359,24.92,VN,0,0,1,0,11.3,2,0,1,56.28,330.47,0,0,1,0,1,1,0.3705,0,1,0,1,1,0,0,0,0,NONE,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5082495850281031,0.0155633432516102,0.9955960862088592,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,0.4105,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5032,0.5864,0.3343,Fraud Operations,22,22,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003896,T000174719,2026-01-29 03:05:00,C0005021,D0057294,B0026121,9.56,MOBILE,RETAIL,ID,ID,2443,Digital_Native,56.78,13.43,4,B,0.16,367,88.89,VN,0,1,4051,35.86,ID,1,0,0,0,60.83,5,6,11,29.12,328.15,1,0,0,0,1,1,0.7121,0,0,1,1,0,0,0,0,0,NONE,29,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8359208354915101,0.0798154830025636,0.999868182172238,observable_controls_v1,1,0,0,1,FRD-040,RC_AUTH_FAILURE,STEP_UP,5,MEDIUM,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_AUTH_FAILURE;RC_ANOMALY_HIGH,0.5341,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6399,0.763,0.6269,Fraud Operations,29,29,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002878,T000128560,2026-01-27 14:39:00,C0042446,D0013963,B0084351,1.25,CARD,RETAIL,VN,VN,2107,Affluent,4.57,19.7,15,D,0.29,459,62.05,VN,0,0,2009,8.89,VN,0,1,0,0,4.73,0,6,14,2.16,14.58,0,0,0,0,0,0,0.0634,0,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.5212016992516343,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1087,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4592,0.1552,0.0729,Fraud Operations,27,27,0.0,Within simulation window,13,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003471,T000155094,2026-01-02 10:42:00,C0031077,D0007190,B0086091,1.81,CARD,GROCERY,MY,VN,106,Mass,9.44,21.98,17,A,0.1,179,82.22,VN,0,0,1704,6.02,ID,0,1,0,0,1.36,1,6,10,5.12,603.28,0,0,0,0,1,0,0.0822,0,0,0,0,0,0,0,0,0,NONE,2,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.6765550009886337,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1521,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4815,0.2173,0.1096,Fraud Operations,2,2,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001007,T000047117,2026-01-09 16:48:00,C0035817,D0013583,B0006367,40.14,CARD,GAMING,TH,TH,2166,SME,13.83,30.39,16,C,0.22,534,58.49,PH,0,0,1251,23.7,SG,0,1,0,0,3.76,6,4,7,149.09,124.92,0,0,0,1,0,1,1.3207,1,0,0,0,0,0,0,0,0,NONE,9,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4392635121603777,0.0116248881938503,0.8261742272179847,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.3266,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7168,0.4666,0.5364,ATO & Account Security,9,9,0.0,Within simulation window,19,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005094,T000228252,2026-01-26 20:12:00,C0020839,D0007119,B0087780,34.81,CARD,UTILITIES,VN,VN,1633,Mass,16.68,62.57,15,A,0.1,358,33.89,ID,0,0,1251,7.19,TH,0,1,0,0,51.66,5,2,3,111.43,228.41,0,0,0,0,0,1,0.5563,1,0,0,1,0,0,0,0,0,NONE,26,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4078192082664171,0.0101467694788261,0.9226109516647992,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.2472,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7309,0.3532,0.4196,ATO & Account Security,26,26,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002488,T000110807,2026-01-16 20:04:00,C0039546,D0013578,B0005101,89.3,MOBILE,GAMING,VN,VN,1630,Mass,23.47,67.27,20,B,0.16,683,57.15,VN,0,0,638,2.92,VN,1,0,0,0,8.35,5,1,2,179.04,110.99,0,0,0,1,0,0,1.3275,1,0,1,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6487769173301254,0.0285399434162735,0.8193496587715777,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,1.784,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.72,2.5486,3.0757,ATO & Account Security,16,16,0.0,Within simulation window,21,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003764,T000167936,2026-01-16 04:44:00,C0042393,D0023439,B0089909,1.29,CARD,UTILITIES,ID,ID,1684,Mass,10.85,29.27,8,C,0.22,937,86.83,VN,0,0,3261,19.09,MY,0,1,0,0,10.36,2,4,13,1.44,115.88,1,1,0,0,0,1,0.0442,0,0,0,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8872260154656401,0.1211962561395081,0.8175641263773465,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1094,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5029,0.1563,0.0829,Fraud Operations,16,16,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000677,T000030706,2026-01-27 14:57:00,C0038513,D0020094,B0051691,5.05,CARD,TRANSFER,MY,MY,790,Digital_Native,45.41,95.01,16,D,0.29,410,96.79,PH,0,0,1239,9.35,VN,0,1,0,1,19.58,2,4,13,15.97,156.04,0,0,0,0,1,1,0.0532,1,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8893358707329382,0.1236336269268099,0.9369491362936422,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.437,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5215,0.6243,0.3995,Fraud Operations,27,27,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004595,T000205420,2026-01-14 12:44:00,C0041923,D0037456,B0079376,3.02,CARD,GROCERY,ID,ID,783,Digital_Native,27.42,33.61,12,E,0.36,199,94.12,SG,0,0,3146,6.92,VN,0,1,0,0,9.09,0,7,16,8.07,155.35,0,0,0,0,0,1,0.0897,0,1,0,0,0,0,0,0,0,NONE,14,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.6714200974253581,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2625,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4818,0.3751,0.2055,Fraud Operations,14,14,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000396,T000017922,2026-01-08 15:38:00,C0022025,D0046252,B0055993,27.1,MOBILE,GROCERY,TH,TH,801,Digital_Native,55.66,31.13,16,A,0.1,395,74.41,VN,0,0,4083,6.26,ID,1,0,0,0,22.83,5,2,2,143.13,184.63,0,0,0,0,0,1,0.8705,1,0,0,1,0,0,0,0,0,NONE,8,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7752194992638999,0.0541043418999408,0.8161321054302954,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,1.0264,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7259,1.4662,2.0409,ATO & Account Security,8,8,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003445,T000153520,2026-01-05 03:18:00,C0011147,D0016044,B0022172,241.81,WEB,TRANSFER,VN,VN,801,Digital_Native,28.07,96.8,3,C,0.22,575,86.48,SG,0,0,2071,41.4,MY,0,0,0,1,32.68,6,0,2,760.7,63.25,1,1,1,0,0,1,2.498,1,0,0,1,0,0,0,0,0,NONE,5,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.410740148751675,0.0102770832019646,0.9981545504113316,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE;RC_ANOMALY_HIGH,1.7396,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7423,2.4851,3.1554,ATO & Account Security,5,5,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001937,T000086946,2026-01-16 04:33:00,C0021390,D0029136,B0015242,44.78,MOBILE,ELECTRONICS,VN,VN,1373,SME,20.96,39.06,8,C,0.22,190,79.58,ID,0,0,3033,17.03,VN,1,0,0,0,54.36,5,3,7,67.9,221.23,1,0,0,1,0,1,1.1464,1,0,0,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.660797052422305,0.0301562203649735,0.9004835317591089,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.9453,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7326,1.3504,1.6395,ATO & Account Security,16,16,0.0,Within simulation window,21,0,CLOSED,CUSTOMER_AUTHORISED,Release and record customer confirmation,0.0,0.0
AL000001285,T000057972,2026-01-16 06:50:00,C0039631,D0033915,B0084048,306.42,CARD,TRANSFER,TH,TH,392,Mass,27.05,84.18,8,F_G,0.44,696,31.86,TH,0,0,1410,6.73,PH,0,1,0,1,16.65,1,4,10,1474.67,239.96,0,0,1,0,0,0,3.64,0,0,0,1,1,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.3396265511342486,0.0074506388511023,0.9969142644864796,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,1.5981,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5014,3.0642,1.7442,Fraud Operations,16,16,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002559,T000113950,2026-01-22 11:09:00,C0006919,D0044311,B0025634,0.57,CARD,UTILITIES,SG,SG,590,Affluent,6.03,12.67,10,C,0.22,206,63.79,PH,0,0,3275,5.65,TH,0,1,0,0,8.11,0,4,10,1.13,71.77,0,0,0,0,0,1,0.0448,0,0,0,0,0,0,0,0,0,NONE,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8866354463994568,0.1205285146450302,0.0968801116856504,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.0481,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.3947,0.0687,0.0279,Fraud Operations,22,22,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001076,T000049762,2026-01-19 17:08:00,C0036570,D0016030,B0033668,209.88,CARD,GAMING,VN,VN,1046,Digital_Native,13.22,90.36,20,A,0.1,177,75.15,MY,0,0,3182,19.58,VN,0,1,0,0,2.67,0,1,5,590.83,78.79,0,0,0,1,0,1,2.3227,1,0,0,0,0,0,0,1,0,NONE,19,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4337991237611621,0.0113556255368009,0.3608453117791212,observable_controls_v1,1,1,0,0,FRD-080,RC_DUPLICATE_TXN,HOLD,2,CRITICAL,HOLD,RC_DUPLICATE_TXN,RC_DUPLICATE_TXN,1.6683,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.527,2.3833,2.0084,Fraud Operations,19,19,0.0,Within simulation window,16,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003078,T000137492,2026-01-08 18:13:00,C0026815,D0047557,B0044178,1.86,CARD,TRAVEL,TH,TH,578,Mass,22.53,36.47,20,A,0.1,452,90.09,SG,0,0,1764,27.66,MY,0,1,0,0,13.85,1,11,15,9.01,117.07,0,0,0,0,0,1,0.0509,1,0,0,1,0,0,0,0,0,NONE,8,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9056184353223844,observable_controls_v1,2,0,2,0,FRD-030;FRD-032,RC_HIGH_VELOCITY;RC_CARD_TESTING,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY;RC_CARD_TESTING,0.1617,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7569,0.231,0.1945,Fraud Operations,8,8,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001439,T000064727,2026-01-13 08:39:00,C0048795,D0016254,B0065196,102.92,MOBILE,GAMING,VN,VN,898,Mass,11.59,88.58,15,A,0.1,292,85.36,TH,0,0,538,3.88,VN,1,0,0,0,7.18,5,0,0,122.95,271.83,0,0,0,1,0,1,1.1619,1,0,0,0,0,0,0,0,0,NONE,13,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6060077751185802,0.0235937677469692,0.4972048628795005,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,1.6998,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6705,2.4283,2.5837,ATO & Account Security,13,13,0.0,Within simulation window,21,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002070,T000092673,2026-01-29 18:00:00,C0033391,D0028420,B0078496,2.66,CARD,TRAVEL,SG,SG,941,Mass,20.48,38.67,16,C,0.22,315,69.02,VN,0,0,7343,13.88,VN,0,1,0,0,10.97,0,6,9,5.1,203.67,0,0,0,0,0,1,0.0689,1,0,0,0,0,0,0,0,0,NONE,29,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.5453003948543114,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2235,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4618,0.3194,0.1626,Fraud Operations,29,29,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004995,T000223213,2026-01-21 20:13:00,C0026691,D0040604,B0075318,73.69,API,RETAIL,VN,VN,655,Mass,9.53,36.82,20,B,0.16,638,78.06,VN,0,0,3642,16.69,SG,0,0,1,0,7.0,0,0,0,143.0,447.92,0,1,1,0,0,0,2.0013,1,1,0,1,0,0,0,0,0,NONE,21,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6301118416909354,0.0262394069174813,0.9960514568865828,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,1.3535,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.506,1.9336,1.0249,Fraud Operations,21,21,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001242,T000056420,2026-01-07 08:31:00,C0010408,D0035729,B0049294,2.21,CARD,UTILITIES,VN,VN,1174,Digital_Native,12.12,8.96,9,C,0.22,259,48.55,VN,0,0,3556,12.33,VN,0,1,0,0,7.15,2,5,14,3.98,65.12,0,0,0,0,0,1,0.2464,0,0,0,0,0,0,0,0,0,NONE,7,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8902185876978828,0.1246780747165431,0.3434932922700827,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1929,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4327,0.2755,0.1264,Fraud Operations,7,7,0.0,Within simulation window,13,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
