beneficiary_id,beneficiary_age_hours,beneficiary_risk_score,new_beneficiary_flag,beneficiary_country,beneficiary_blacklist_flag,data_layer,data_status,source_type,claim_boundary
B0026851,1439,15.32,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033028,934,38.95,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063815,1905,11.46,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024388,2614,9.0,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041466,2576,11.6,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019700,1364,68.52,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007350,2643,23.07,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046261,4177,1.95,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001841,3666,10.58,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032712,2580,14.95,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073211,2663,18.23,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009939,2199,0.11,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075954,1423,3.86,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0067721,904,17.08,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063667,867,5.37,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048460,1731,2.78,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082796,2210,9.98,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023825,701,18.33,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052836,4008,11.52,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004353,3560,32.22,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074217,213,18.54,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0067027,3408,16.26,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044455,3690,42.07,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0006061,896,21.5,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018753,3419,25.33,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044293,2235,3.4,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0054973,1552,9.13,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007717,2478,7.68,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050756,1360,26.47,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083869,3188,10.66,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016456,767,1.73,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053737,727,5.65,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042031,1313,21.86,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061335,1758,0.66,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026171,1639,47.25,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088786,701,10.03,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026624,587,27.51,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056291,5963,9.44,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044829,5493,3.88,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042174,2738,9.52,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0038965,3484,11.22,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023694,2558,43.5,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027143,2522,10.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068533,2927,17.48,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016817,4838,6.02,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053877,1201,50.94,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032073,1283,28.73,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053461,1987,10.58,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075209,592,13.79,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074509,2248,29.12,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012072,1977,9.75,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087098,3551,16.69,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053073,2235,29.81,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015362,1113,14.17,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005229,2078,8.39,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029449,2299,20.88,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0037085,414,2.7,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087455,1018,48.86,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029063,2043,31.7,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047759,1892,10.33,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013227,2258,37.82,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048033,1797,26.56,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0003574,1758,19.16,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023143,2508,18.27,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029347,1213,3.69,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025074,2294,31.89,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053608,2247,23.87,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079331,3845,14.88,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085802,2781,20.17,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001502,739,20.18,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0003375,2152,35.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046578,95,38.11,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034765,1455,23.67,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056132,1094,21.69,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0060034,3286,23.92,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0067494,2712,55.83,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047521,3576,4.12,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047650,2493,8.17,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070074,1700,29.31,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088000,870,21.5,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085447,2778,29.73,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068261,3664,26.15,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0055335,836,30.55,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031830,214,7.1,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070404,1292,3.96,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033667,2044,0.97,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052567,4933,8.49,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043979,3063,14.19,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085787,1251,39.72,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085641,1601,1.42,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019125,2289,37.92,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041140,1135,10.81,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044099,2533,4.86,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041828,4105,24.51,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087988,1295,13.11,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019822,1585,1.03,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008587,751,18.46,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0059830,662,58.33,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082837,2607,6.26,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066506,646,5.16,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086573,1344,20.83,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073605,2474,4.82,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043254,4532,10.14,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032334,1171,17.96,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014592,1595,8.86,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025398,789,21.31,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072839,2594,11.12,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078458,1192,29.34,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085925,980,51.84,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068953,3704,4.28,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049216,1218,21.19,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072160,4171,0.56,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0071626,2504,2.0,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044869,2690,0.34,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061895,1437,5.11,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064888,1709,18.8,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089477,3514,25.8,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032769,3166,17.97,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050617,1338,5.01,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089955,1713,6.36,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061078,2812,45.9,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015324,1451,1.68,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011839,1938,3.21,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082860,5612,1.26,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065510,3019,12.17,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0058495,2884,8.84,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043405,4396,36.51,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081510,2961,24.81,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085162,4408,25.01,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056949,1382,30.13,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078523,2335,17.77,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086210,2360,5.83,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0039138,4011,15.0,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007579,1574,50.44,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0059274,588,9.5,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085326,432,10.04,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017036,1696,24.26,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015112,1829,12.65,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048745,1522,4.18,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012883,911,28.44,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049700,6307,18.12,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082814,2259,10.16,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080020,3052,11.56,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044013,4088,0.45,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0067333,1237,26.92,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023166,444,6.78,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0002988,4064,0.6,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0000473,3207,1.93,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019800,2445,5.41,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0067278,384,7.7,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017387,3394,2.07,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045497,2187,5.11,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033702,2025,12.83,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034783,3488,36.46,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053915,2536,9.36,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0058483,1931,57.1,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074382,3742,5.31,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004267,1259,16.82,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041368,1884,9.48,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088464,2891,9.79,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0028261,1885,12.15,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075226,972,19.2,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0058538,3288,10.17,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013981,5558,41.43,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0057074,792,13.04,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034885,2418,17.11,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087211,469,7.86,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012230,2032,8.3,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029217,1736,0.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083675,2451,15.69,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0020000,5561,62.8,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005266,6028,36.27,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075482,2719,7.04,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018222,5432,11.46,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087443,1002,1.41,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0020217,1672,1.12,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007239,3332,20.18,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007166,462,43.43,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078623,4289,32.61,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053027,1530,19.12,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070731,1239,16.28,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079624,739,21.89,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053601,3137,10.12,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012707,1634,12.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061629,2555,12.02,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046911,3062,54.12,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0006136,759,8.37,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087919,3306,12.93,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023187,3665,1.05,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056500,2779,23.29,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074750,829,11.17,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048851,3701,9.99,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004398,131,9.74,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008389,1691,22.26,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0021964,4165,18.05,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0003572,4754,1.42,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0058473,991,18.37,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004605,1581,12.91,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064431,1009,5.95,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010125,558,12.61,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0071128,2601,25.17,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0058541,2920,30.95,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014747,2406,1.11,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011259,2668,24.12,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074321,1272,15.14,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074987,6185,21.07,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083962,853,26.21,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043127,2052,6.28,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080646,1730,15.04,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0039568,2097,8.15,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013455,2043,2.55,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073522,1679,18.18,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018970,1498,20.28,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036245,468,4.61,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005462,1143,6.55,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088131,13502,10.12,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032795,794,11.38,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047670,2657,19.85,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072120,4272,13.13,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088820,2103,8.99,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034560,3082,16.64,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089007,1964,2.75,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065940,913,1.69,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045931,7350,7.33,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014940,3898,36.91,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027686,701,7.39,1,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013100,2640,28.46,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056505,2103,8.07,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016462,2436,28.65,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080906,2033,25.55,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0035077,4590,36.31,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032772,2969,0.67,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0028605,2402,4.76,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0000858,6074,13.06,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0006235,888,2.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0028101,2851,13.31,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014352,5196,20.56,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034640,1077,19.34,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075193,672,14.43,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081195,2539,6.72,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
